n	sd.het	d.het	lo	hi	ci	lo.tval	hi.tval	ci.tval	over
360	0.2	0	-0.418343891486136	0.418343891486136	0.836687782972272	-0.146086412987968	0.146086412987968	0.292172825975936	2.86367419754904
370	0.2	0	-0.417656411452779	0.417656411452779	0.835312822905558	-0.144098959551201	0.144098959551201	0.288197919102401	2.89839991040587
380	0.2	0	-0.417004218489735	0.417004218489735	0.83400843697947	-0.142190438071361	0.142190438071361	0.284380876142722	2.93271632147622
390	0.2	0	-0.416384654284817	0.416384654284817	0.832769308569633	-0.140355758546541	0.140355758546541	0.280711517093083	2.96663748318346
400	0.2	0	-0.415795321704419	0.415795321704419	0.831590643408838	-0.138590282306354	0.138590282306354	0.277180564612708	3.00017659813481
20	0.4	0	-0.999390628243506	0.999390628243507	1.99878125648701	-0.619815761514706	0.619815761514707	1.23963152302941	1.61239950691347
30	0.4	0	-0.933139382062787	0.933139382062786	1.86627876412557	-0.506089491804875	0.506089491804874	1.01217898360975	1.84382287554503
40	0.4	0	-0.898171116673589	0.898171116673589	1.79634223334718	-0.438261216863417	0.438261216863417	0.876522433726833	2.04939675726201
50	0.4	0	-0.876524144860774	0.876524144860774	1.75304828972155	-0.39199393051968	0.39199393051968	0.783987861039359	2.23606560361467
60	0.4	0	-0.861771428745473	0.861771428745473	1.72354285749095	-0.357835196656047	0.357835196656047	0.715670393312094	2.40829140564899
70	0.4	0	-0.851111339872386	0.851111339872385	1.70222267974477	-0.331284709976391	0.331284709976391	0.662569419952781	2.5691235189606
80	0.4	0	-0.843013221926106	0.843013221926105	1.68602644385221	-0.309900667832386	0.309900667832386	0.619801335664771	2.7202691359867
90	0.4	0	-0.836660500709957	0.836660500709957	1.67332100141991	-0.292182931613665	0.292182931613665	0.58436586322733	2.86348177865578
100	0.4	0	-0.831543380641072	0.831543380641072	1.66308676128214	-0.277193419913382	0.277193419913382	0.554386839826764	2.99986695535888
110	0.4	0	-0.827333103590398	0.827333103590398	1.6546662071808	-0.264293646856554	0.264293646856554	0.528587293713107	3.13035562311279
120	0.4	0	-0.823808100472485	0.823808100472485	1.64761620094497	-0.253027167247347	0.253027167247347	0.506054334494694	3.25580888975123
130	0.4	0	-0.820813579777522	0.820813579777522	1.64162715955504	-0.24310277685962	0.24310277685962	0.48620555371924	3.37640561074916
140	0.4	0	-0.818238123536444	0.818238123536444	1.63647624707289	-0.234260396383323	0.234260396383323	0.468520792766646	3.49285724846786
150	0.4	0	-0.81599948482637	0.81599948482637	1.63199896965274	-0.226329032467469	0.226329032467469	0.452658064934937	3.60536814888588
160	0.4	0	-0.814035624557363	0.814035624557363	1.62807124911473	-0.219131870372533	0.219131870372533	0.438263740745067	3.71482077515
170	0.4	0	-0.81229886268201	0.81229886268201	1.62459772536402	-0.212588808804352	0.212588808804352	0.425177617608704	3.82098600227625
180	0.4	0	-0.810751950126817	0.810751950126817	1.62150390025363	-0.20657713915373	0.20657713915373	0.41315427830746	3.92469347502908
190	0.4	0	-0.809365363591936	0.809365363591936	1.61873072718387	-0.201081636459077	0.201081636459077	0.402163272918154	4.02505856747716
200	0.4	0	-0.808115400893884	0.808115400893884	1.61623080178777	-0.19599515782741	0.19599515782741	0.39199031565482	4.12313962167114
210	0.4	0	-0.806982813406546	0.806982813406546	1.61396562681309	-0.191272796122074	0.191272796122074	0.382545592244148	4.21901509136466
220	0.4	0	-0.805951806802899	0.8059518068029	1.6119036136058	-0.186883019859741	0.186883019859741	0.373766039719481	4.31260051024316
230	0.4	0	-0.805009299331557	0.805009299331557	1.61001859866311	-0.182780773318545	0.182780773318545	0.365561546637089	4.40423401606148
240	0.4	0	-0.804144363370749	0.80414436337075	1.6082887267415	-0.178915309808828	0.178915309808828	0.357830619617655	4.49455311694669
250	0.4	0	-0.803347799507534	0.803347799507534	1.60669559901507	-0.175317205501965	0.175317205501965	0.35063441100393	4.58225304930799
260	0.4	0	-0.802611807842468	0.802611807842468	1.60522361568494	-0.171894847143023	0.171894847143023	0.343789694286047	4.66920225464736
270	0.4	0	-0.80192973157305	0.801929731573049	1.6038594631461	-0.168658091049102	0.168658091049102	0.337316182098204	4.75476584956473
280	0.4	0	-0.80129585496672	0.80129585496672	1.60259170993344	-0.165652570838737	0.165652570838737	0.331305141677474	4.83720748135434
290	0.4	0	-0.800705242722075	0.800705242722074	1.60141048544415	-0.162767665366817	0.162767665366817	0.325535330733634	4.91931392465196
300	0.4	0	-0.800153611151807	0.800153611151807	1.60030722230361	-0.160032171721706	0.160032171721706	0.320064343443412	4.99995471250158
310	0.4	0	-0.799637224067443	0.799637224067443	1.59927444813489	-0.157430039557994	0.157430039557994	0.314860079115988	5.07931793901934
320	0.4	0	-0.799152808010295	0.799152808010296	1.59830561602059	-0.154950747611443	0.154950747611443	0.309901495222887	5.15746338968471
330	0.4	0	-0.798697482760341	0.798697482760341	1.59739496552068	-0.152584914529835	0.152584914529835	0.305169829059671	5.23444591636986
340	0.4	0	-0.798268704003988	0.798268704003987	1.59653740800797	-0.150324145144535	0.150324145144535	0.30064829028907	5.31031593917571
350	0.4	0	-0.797864215748869	0.797864215748869	1.59572843149774	-0.14816089952248	0.14816089952248	0.29632179904496	5.38511994946285
360	0.4	0	-0.797482010605541	0.797482010605541	1.59496402121108	-0.146086412987968	0.146086412987968	0.292172825975936	5.45897455002352
370	0.4	0	-0.79712029645933	0.79712029645933	1.59424059291866	-0.144098959551201	0.144098959551201	0.288197919102401	5.53175608583143
380	0.4	0	-0.796777468364141	0.796777468364142	1.59355493672828	-0.142190438071361	0.142190438071361	0.284380876142722	5.6035938785438
390	0.4	0	-0.796452084727907	0.796452084727907	1.59290416945581	-0.140355758546541	0.140355758546541	0.280711517093083	5.67452374576999
400	0.4	0	-0.796142847044086	0.796142847044086	1.59228569408817	-0.138590282306354	0.138590282306354	0.277180564612708	5.74457915659781
